ActionID,ActionName,ActionType,Hazard,Sector,Subsector,PrimaryPurpose,Description,CoBenefits,EquityAndInclusionConsiderations,GHGReductionPotential,AdaptationEffectiveness,CostInvestmentNeeded,TimelineForImplementation,Dependencies,KeyPerformanceIndicators,PowersAndMandates
icare_0155,Preservation and Recovery of Water Bodies,['adaptation'],['heatwaves'],,,['climate_resilience'],"Set goals for improving the quality of receiving bodies of water, develop programs for vegetation recovery (springs and riverbanks), and for dredging and cleaning water bodies by removing sediments and waste.","{'air_quality': 0, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}",,,high,high,5-10 years,"['Define baseline water quality data and establish monitoring systems.', 'Identify priority areas for vegetation recovery and sediment removal with technical expertise.', 'Secure financial resources, specialized equipment, and build partnerships for effective program implementation and community engagement.']","['Percentage of water bodies maintained or restored.', 'Reduction of waste water pollution (tonnes/year).', 'Monitored water quality (IQA).']",['local']
icare_0156,Implementation of urban gardens,['adaptation'],['heatwaves'],,,['climate_resilience'],Identify and assess the feasibility of suitable areas for the installation of urban gardens and ensure that the sites chosen meet the expectations of the community.,"{'air_quality': 1, 'water_quality': 0, 'habitat': 1, 'cost_of_living': 1, 'housing': 1, 'mobility': 0, 'stakeholder_engagement': 2}",,,medium,low,<5 years,"['Ensure availability of detailed land-use maps and urban planning data.', 'Engage with local communities to understand their needs and expectations.', 'Evaluate soil quality, water availability, and form partnerships to support the establishment and maintenance of gardens.']","['Number of urban gardens created.', 'Amount of locally produced food (kg/year).', 'Number of direct beneficiaries.']",['local']
icare_0157,Maintenance and Revitalization of Riparian Forests,['adaptation'],['heatwaves'],,,['climate_resilience'],"Mapping and assessing degraded riparian forests, developing revitalization plans with the planting of native species, control of invasive species, erosion containment measures and periodic assessments of the impacts on environmental conditions.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}",,,medium,high,5-10 years,"['Ensure availability of geospatial data and prior mapping of degraded areas.', 'Form partnerships with local nurseries and provide equipment and skilled labor for invasive species control.', 'Secure financial resources and establish a monitoring system to assess environmental impacts.']","['Total area of riparian forests restored (ha).', 'Number of projects implemented.', 'Reduction of erosion and siltation of water bodies (tonnes/year).']",['local']
icare_0158,Develop a strategic plan to address the rise in average sea level,['adaptation'],['sea-level-rise'],,,['climate_resilience'],"Consider alternatives such as retreating urban infrastructure along the coastline, discouraging the installation of permanent constructions, and where infrastructure is already highly developed, using bioengineering/artificial reefs and reef-building organisms. In riverside communities, consider the creation of living barriers through the conservation and restoration of mangroves.","{'air_quality': 1, 'water_quality': 1, 'habitat': 2, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}",,,high,high,5-10 years,"['Retreating urban infrastructure along the coastline and discouraging permanent constructions.', 'Implementation of bioengineering solutions, artificial reefs, and reef-building organisms in highly developed areas.', 'Creation of living barriers through mangrove conservation and restoration in riverside communities.']","['Number of neighborhoods/coastal zones covered by mitigation strategies.', 'Percentage of the population in coastal areas informed about risks (%).', 'Investments allocated to adaptation infrastructure (currency amount).']",
icare_0159,Protect remaining vegetation and mangroves,['adaptation'],['floods'],,,['climate_resilience'],"Develop actions to protect remaining vegetation and mangroves, including identifying degraded areas to be prioritized in restoration projects, developing management plans, fencing and signaling Permanent Preservation Areas and Conservation Units, creating ecological corridors, and defining strategies for monitoring priority areas.","{'air_quality': 2, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}",,,high,medium,5-10 years,"['Protection of remaining vegetation and mangroves through restoration and management plans.', 'Identification and prioritization of degraded areas for restoration projects.', 'Implementation of fencing, signaling of protected areas, creation of ecological corridors, and monitoring strategies.']","['Area of protected vegetation/mangroves (hectares).', 'Annual deforestation rate (% reduction).', 'Tons of CO₂ equivalent sequestered per yea']",['local']
icare_0160,Consolidate spaces for intersectoral coordination and public participation in climate policy,['adaptation'],['sea-level-rise'],,,['climate_resilience'],"Consolidate spaces for intersectoral coordination and public participation in climate policy, and create working groups with neighboring municipalities to discuss a common climate agenda.","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}",,,,low,<5 years,,"['Number of intersectoral meetings held per year.', 'Percentage of population participating in climate forums (%).', 'Number of proposals accepted and implemented through public consultations.']",
icare_0161,Expand reforestation and degraded area recovery projects,['adaptation'],['floods'],,,['climate_resilience'],This action aims to promote various reforestation and degraded area recovery projects.,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}",,,,medium,5-10 years,,"['Number of research studies conducted annually.', 'Percentage of policies adjusted based on research outcomes (%).', 'Number of stakeholders participating in policy research discussions annually.']",
icare_0162,Strengthen programs for control and conservation of protected areas,['adaptation'],['floods'],,,['climate_resilience'],"This action focuses on implementing a series of integrated strategies to enhance environmental conservation and maximize its benefits, such as expanding protected areas, developing management plans for conservation units, and training ecotourism guides to strengthen sustainable tourism.","{'air_quality': 2, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}",,,high,medium,5-10 years,"['Expansion of protected areas to enhance environmental conservation.', 'Development of management plans for conservation units.', 'Training of ecotourism guides to promote sustainable tourism.']","['Percentage increase in area of protected regions (%).', 'Reduction in deforestation rates in protected areas annually (%).', 'Number of conservation programs strengthened annually.']",['state']
icare_0163,Creation of a First Response Brigade for Fire Fighting,['adaptation'],['wildfires'],,,['climate_resilience'],Creation of a First Response Brigade in rural communities to provide them with training and equipment for fire prevention and firefighting.,"{'air_quality': 1, 'water_quality': 0, 'habitat': 2, 'cost_of_living': 1, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 1}",,,medium,low,<5 years,"['Fire prevention education', 'Ongoing support and resources', 'Communication systems']","['Response time', 'Burned area', 'Fire suppression effetiveness']",['state']
icare_0164,Hydrological Monitoring System with Telemetry Stations,['adaptation'],['droughts'],,,['climate_resilience'],"Implementation of a hydrological monitoring system with telemetry stations to monitor rainfall, water levels, and meteorological variables in real-time.","{'air_quality': 0, 'water_quality': 1, 'habitat': 1, 'cost_of_living': 1, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 1}",,,high,low,<5 years,"['Equipment and infrastructure', 'Robust data management system', 'Institutional coordination']","['Timeliness of data', 'Cost-effectiveness', 'Mitigation effectiveness']",['local']
icare_0165,Environmental Education Action,['adaptation'],,,,['climate_resilience'],"Implementation of a series of environmental education actions, including community engagement in tree planting and educational activities in schools etc.","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,,medium,low,<5 years,"['Curriculum development', 'Teacher training', 'Community engagement']","['Reach and participation', 'Community engagement', 'Policy and program influence']",['local']
