gpc_refno,emissions_factor,units,gas,description,region,reference,emissions_factor_id
VI.1,0.045,fraction,CF4,By-Product Emission Factor for CF4 Emissions from Use of HFC-41 (CH3F) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",5ad0a6e6-d439-4649-b521-589d24aaba7b
VI.1,0.006,fraction,HFC-23,By-Product Emission Factor for HFC-23 (CHF3) Emissions from Use of HFC-41 (CH3F) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",b078665f-d8c0-4740-a101-e41ddcf38301
VI.1,0.002,fraction,HFC-32,By-Product Emission Factor for HFC-32 (CH2F2) Emissions from Use of HFC-41 (CH3F) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",f36dc8f0-7773-4f20-b9be-ac177f0a1ace
VI.1,0.064,fraction,C2F6,By-Product Emission Factor for C2F6 Emissions from Use of HFC-23 (CHF3) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",1a8bb700-b07f-47ad-a046-84207d620143
VI.1,0.001,fraction,c-C4F8,By-Product Emission Factor for C4F8 Emissions from Use of HFC-23 (CHF3) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",6f5c2dfd-ae1d-46bf-a85e-35db2a72766f
VI.1,0.1,fraction,CF4,By-Product Emission Factor for CF4 Emissions from Use of HFC-23 (CHF3) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",0ab0cb62-29aa-4d47-b9db-782925ed518f
VI.1,0.008,fraction,HFC-41,By-Product Emission Factor for HFC-41 (CH3F) Emissions from Use of HFC-23 (CHF3) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",31ecbc9c-4507-499f-a2b7-479c17e673b2
VI.1,0.004,fraction,HFC-32,By-Product Emission Factor for HFC-32 (CH2F2) Emissions from Use of HFC-23 (CHF3) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",7c314d43-cfff-45b6-88de-634797eb383e
VI.1,0.045,fraction,C2F6,By-Product Emission Factor for C2F6 Emissions from Use of NF3 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",3a1eb14c-20ae-4d17-863b-be83cfb62088
VI.1,0.046,fraction,CF4,By-Product Emission Factor for CF4 Emissions from Use of NF3 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",d920d1f4-1787-4c7b-91f0-61e1d0bfdf02
VI.1,0.025,fraction,HFC-23,By-Product Emission Factor for HFC-23 (CHF3) Emissions from Use of NF3 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",015678e8-26f2-43a7-b64a-6f6c895474c5
VI.1,0.008,fraction,HFC-41,By-Product Emission Factor for HFC-41 (CH3F) Emissions from Use of NF3 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",25784822-55aa-4732-acb5-63c2015f49e4
VI.1,0.001,fraction,HFC-32,By-Product Emission Factor for HFC-32 (CH2F2) Emissions from Use of NF3 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",c92ead4d-dae2-4f4f-8c2b-63d768143fa1
VI.1,0.044,fraction,C2F6,By-Product Emission Factor for C2F6 Emissions from Use of SF6 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",98bacebc-6775-48f7-a502-2cc5a4b81e33
VI.1,0.04,fraction,CF4,By-Product Emission Factor for CF-4 Emissions from Use of SF6 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",c7bf0207-5d61-4edf-8757-a295506cd51a
VI.1,0.004,fraction,HFC-23,By-Product Emission Factor for HFC-23 (CHF3) Emissions from Use of SF6 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",ec13bc05-9883-497e-bd70-cf646a4c3751
VI.1,0.0,fraction,HFC-32,By-Product Emission Factor for HFC-32 (CH2F2) Emissions from Use of SF6 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",ea9cec71-0e3b-4b34-904c-3fbbe54d4764
VI.1,0.037,fraction,CF4,By-Product Emission Factor for CF4 Emissions from Use of NF3 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",33a4e5cc-c546-4c9e-a275-dc58c47a46bd
VI.1,0.01,fraction,CF4,By-Product Emission Factor for CF4 Emissions from Use of NF3 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",d729e673-06d0-442e-bede-eddbc1498a6c
VI.1,0.075,fraction,CF4,By-Product Emission Factor for CF4 Emissions from Use of NF3 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",d6c14252-f2ee-4033-8904-7da616d426c7
VI.1,0.72,fraction,C2F6,"Process Tool Emission Factor for C2F6 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UC2F6",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",c3d46631-04a5-4cf1-963a-cc47c4395711
