locode,osmid
BR TQA,R298056
BR TQB,R298235
BR TQG,R334507
BR TQI,R298313
BR TQL,R242782
BR TQM,R368774
BR TQN,R303623
BR TQO,R362281
BR TQS,R334048
BR TQU,R242539
BR TRA,R90131
BR TRB,R297502
BR TRC,R297849
BR TRE,R334045
BR TRF,R301449
BR TRI,R302541
BR TRL,R362381
BR TRM,R242710
BR TRN,R314924
BR TRO,R297715
BR TRP,R314959
BR TRR,R334504
BR TRS,R2215565
BR TRT,R303727
BR TRU,R298382
BR TRV,R297686
BR TRW,R302545
BR TRX,R297975
BR TRY,R314638
BR TRZ,R296633
BR TSA,R298389
BR TSE,R333684
BR TSI,R362330
BR TSL,R242602
BR TSO,R298490
BR TSR,R333675
BR TSS,R297531
BR TST,R185597
BR TSU,R296605
BR TTA,R298087
BR TTK,R336776
BR TTN,R336804
BR TTO,R314626
BR TTR,N8450241302
BR TTS,R301168
BR TTU,R303609
BR TUA,R185594
BR TUC,R242302
BR TUE,R315238
BR TUG,R303671
BR TUI,R242733
BR TUL,R298273
BR TUM,R332789
BR TUN,R297692
BR TUO,R296517
BR TUP,R298164
BR TUR,R185562
BR TUS,R242424
BR TUT,R332905
BR TUU,R332901
BR TUV,R298516
BR TVA,R334486
BR TVI,R334487
BR TVL,R303850
BR TVO,R296669
BR TVR,R242454
BR TVS,R301479
BR TWB,R302592
BR TWP,R336801
BR TWR,R298528
BR TXA,R301423
BR TXF,R362323
BR TXI,R325861
BR TXS,R314631
BR TYB,R296571
BR TZA,R297669
BR TZG,R334445
BR TZP,R296535
BR TZT,R296778
BR UAA,R362364
BR UAC,R315019
BR UAI,R362374
BR UAN,R332489
BR UAT,R297690
BR UAU,R362384
BR UAY,R314929
BR UBA,R314927
BR UBB,R314874
BR UBC,R296623
BR UBG,R314930
BR UBI,R297628
BR UBJ,R302575
BR UBM,R242771
BR UBR,R297915
BR UBT,R298203
BR UCA,R362355
BR UCH,R298380
BR UCI,R298207
BR UCP,R336769
BR UCU,R332793
BR UDA,R314648
BR UDE,R362227
BR UDI,R314875
BR UDM,R315130
BR UDO,R296755
BR UDS,R333609
BR UEA,R302511
BR UEI,R302712
BR UGA,R362359
BR UGM,R336745
BR UGU,R315099
BR UIA,R362388
BR UII,R362369
BR UIN,R301477
BR UIT,R326288
BR UIU,R362865
BR UIZ,R326295
BR UJR,R297936
BR ULB,R242525
BR ULI,R298072
BR ULL,R296634
BR ULO,R297526
BR ULS,R185627
BR ULT,R298332
BR UMA,R303910
BR UME,R301264
BR UMI,R302553
BR UML,R301143
BR UMM,R302461
BR UMN,R315132
BR UMO,R301458
BR UMS,R362367
BR UMU,R297607
BR UNA,R362377
BR UNH,R296627
BR UNI,R315129
BR UNO,R302664
BR UNR,R297554
BR UOA,R302614
BR UOC,R315278
BR UPA,R303840
BR UPE,R297894
BR UPM,R301214
BR UPT,R298233
BR UPU,R334483
BR URA,R297592
BR URC,R302647
BR URG,R242685
BR URI,R315123
BR URM,R296715
BR URN,R334481
BR URO,R296577
BR URP,R325884
BR URR,R332470
BR URT,R332472
BR URU,R334484
BR URW,R298305
BR USA,R242781
BR USO,R332904
BR USR,R242668
BR USS,R296643
BR UTA,R362366
BR UTO,R315038
BR UTU,R334472
BR UUA,R185670
BR UUB,R314863
BR UUI,R315120
BR UUT,R334482
BR UVA,R297762
BR UVH,R301282
BR UZA,R297983
BR UZE,R298338
BR UZG,R334405
BR UZL,R298323
BR VAA,R298499
BR VAC,R242481
BR VAE,R302598
BR VAG,R315111
BR VAH,R298319
BR VAI,R325868
BR VAJ,R331464
BR VAL,R362350
BR VAM,R297971
BR VAN,R332906
BR VAO,R362351
BR VAP,R242619
BR VAR,R315126
BR VAS,R2219099
BR VAT,R1828127
BR VAW,R297812
BR VAZ,R301383
BR VBA,R334493
BR VBC,R302780
BR VBL,R298445
BR VBO,R296562
BR VBT,R315127
BR VCA,R362423
BR VCE,R242360
BR VCN,R334043
BR VCO,R297541
BR VCR,R302637
BR VCS,R334491
BR VCU,R362428
BR VCZ,R301181
BR VDA,R315156
BR VDI,R332917
BR VDL,R303654
BR VDM,R332914
BR VDO,R298042
BR VDP,R302696
BR VDR,R362348
BR VDS,R303684
BR VDT,R242774
BR VDX,R185675
BR VEA,R303750
BR VEC,R242600
BR VED,R362422
BR VEE,R303679
BR VEH,R315153
BR VEI,R2213689
BR VEL,R296689
BR VEN,R315068
BR VEO,R315151
BR VER,R333624
BR VES,R303634
BR VET,R297742
BR VFE,R332915
BR VFR,R301166
BR VFS,R242393
BR VGA,R185648
BR VGD,R315179
BR VGE,R332903
BR VGF,R242697
BR VGH,R242379
BR VGI,R297940
BR VGL,R315143
BR VGN,R302755
BR VGO,R334496
BR VGP,R298008
BR VGR,R333622
BR VGS,R297971
BR VHA,R325887
BR VIA,R296682
BR VIC,R301187
BR VID,R297582
BR VIE,R333664
BR VIG,R315140
BR VII,R315141
BR VIN,R298037
BR VIO,R297608
BR VIR,R315146
BR VIS,R315147
BR VIU,R90130
BR VIV,R297750
BR VIX,R1825817
BR VJA,R334494
BR VJO,R302526
BR VLA,R2217381
BR VLI,R315154
BR VLM,R242301
BR VLO,R242734
BR VLS,R242417
BR VLT,R362349
BR VMA,R242581
BR VMD,R302799
BR VME,R296762
BR VMI,R242596
BR VMO,R242565
BR VMS,R315117
BR VNA,R1825818
BR VND,R242731
BR VNI,R1840859
BR VNN,R242637
BR VNO,R315150
BR VNP,R302752
BR VNR,R301133
BR VNS,R242753
BR VNV,R362352
BR VOA,R303841
BR VOI,R315138
BR VOP,R242554
BR VOR,R296618
BR VOS,R301439
BR VOT,R298439
BR VPA,R1837770
BR VPC,R362347
BR VPI,R325869
BR VPM,R315114
BR VPO,R298381
BR VPP,R334444
BR VPS,R334495
BR VPU,R298047
BR VRA,R2217382
BR VRB,R315137
BR VRC,R298043
BR VRE,R297842
BR VRG,R296683
BR VRI,R333617
BR VRL,R242519
BR VRM,R296764
BR VRO,R315112
BR VRS,R296687
BR VSA,R368778
BR VSC,R242663
BR VSD,R333610
BR VSE,R301321
BR VSO,R242374
BR VSW,R242763
BR VTA,R303667
BR VTE,R242334
BR VTM,R297909
BR VUS,R242449
BR VVD,R242621
BR VVE,R1825815
BR VVO,R1837218
BR VYC,R301066
BR VZA,R315155
BR VZE,R301090
BR WAA,R314629
BR WAN,R336809
BR WAR,R362425
BR WAY,R362412
BR WBA,R315180
BR WBZ,R297755
BR WCO,R336797
BR WFZ,R302771
BR WGR,R362411
BR WIT,R296570
BR WLI,R297639
BR WRA,R298011
BR WRE,R242445
BR WTF,R242453
BR XAA,R336818
BR XAE,R297551
BR XAI,R326260
BR XAL,R315101
BR XAN,R296714
BR XAP,R303795
BR XAR,R242735
BR XAX,R296746
BR XCA,R315058
BR XDL,R296703
BR XEU,R303699
BR XGA,R242347
BR XIA,R242625
BR XIG,R185617
BR XII,R332921
BR XOR,R315317
BR XPA,R336863
BR XPC,R334433
BR XPN,R336820
BR XQI,R362414
BR XTA,R296635
BR XVA,R296653
BR XXO,R362860
BR YAA,R242662
BR YAB,R303921
BR YAG,R362433
BR YAM,R296747
BR YAP,R7531780
BR YAT,R242315
BR YAU,R298384
BR YBB,R1830501
BR YBC,R314904
BR YBE,R298492
BR YBI,R314943
BR YBL,R334392
BR YBM,R1828868
BR YBR,R362524
BR YBT,R362531
BR YBU,R362400
BR YBX,R242533
BR YCA,R326294
BR YCB,R303619
BR YCI,R242653
BR YCM,R297864
BR YCR,R314925
BR YCU,R362283
BR YGA,R298390
BR YGI,R303775
BR YGM,R362265
BR YGR,R334535
BR YGT,R297966
BR YGU,R334556
BR YIA,R301472
BR YIG,R315337
BR YIM,R362258
BR YIR,R296545
BR YIT,R242674
BR YJA,R334404
BR YJU,R298225
BR YMA,R302566
BR YMB,R362203
BR YMI,R296791
BR YMM,R302533
BR YMR,R314802
BR YNA,R362480
BR YNG,R301339
BR YNI,R314601
BR YNJ,R297745
BR YPB,R314704
BR YPC,R296624
BR YPE,R314833
BR YPG,R297641
BR YPI,R334512
BR YPM,R303660
BR YPO,R297831
BR YPP,R302561
BR YPR,R296659
BR YPS,R336815
BR YPT,R362449
BR YRA,R185563
BR YRC,R302492
BR YRE,R296716
BR YRI,R362216
BR YRM,R362486
BR YRP,R298296
BR YRT,R362420
BR YRU,R298432
BR YRY,R296676
BR YTA,R302616
BR YTB,R303756
BR YTC,R334589
BR YTE,R362511
BR YTG,R301332
BR YTI,R314819
BR YTJ,R301171
BR YTM,R315385
BR YTN,R1842157
BR YTO,R298372
BR YTP,R302490
BR YTR,R332519
BR YTS,R336785
BR YTT,R302522
BR YTU,R1842144
BR YTV,R315432
BR YTW,R301278
BR YUA,R334577
BR YUE,R301100
BR YUI,R296596
BR YUN,R314968
BR YUT,R314763
BR ZAE,R301312
BR ZAS,R298089
BR ZDA,R332926
BR ZEI,R301303
BR ZIA,R325862
BR ZIN,R301448
BR ZOA,R296662
BS AXP,N821313474
BS BIM,R3776645
BS CAT,R3776647
BS CBT,N2703967872
BS COX,N4317717551
BS CRI,R3775751
BS DCT,N2884005902
BS ELH,R3776663
BS GBI,R3776685
BS IGA,R3775740
BS LGI,N821907777
BS LUC,N4119216605
BS LYC,W370074444
BS MAT,W49524001
BS MHH,N735463188
BS NAS,N115664268
BS NET,N9569234052
BS PWN,N820942561
BS RCY,R3776665
BS RSD,N1104494534
BS SAQ,N9569309796
BS SML,N821908439
BS TZN,R3776678
BT PBH,N247439158
BT PHU,N299411935
BW BBK,N1712387804
BW DUK,N2468163879
BW FRW,N240504014
BW GBE,N30670040
BW GNZ,N261638559
BW HUK,W237530784
BW JWA,N2342951738
BW LET,N4389690497
BW LOQ,N331996625
BW MAH,N2464801283
BW MGS,N2466749108
BW MUB,N261633728
BW ORP,N2319508320
BW PAL,N1404063581
BW PKW,N1790006415
BW RSA,N2332098354
BW SER,W133578644
BW SWX,N2467673154
BW TBY,N2454873275
BY ASH,N242978910
BY BAR,R1749244
BY BER,R5599322
BY BOB,W306351588
BY BQT,R72615
BY BZA,R6722391
BY CHK,R1180571
BY DEM,R7448254
BY DRH,R5602445
BY DRS,R5598556
BY FAN,R6722508
BY GAT,R7547117
BY GDO,R130921
BY GME,R163244
BY GNA,R130921
BY GRK,R7643833
BY KBY,R6722171
BY KLK,R6722509
BY KOP,R7511566
BY LDA,R400507
BY MAT,R6722277
BY MAZ,R5598638
BY MBV,R1749244
BY MOL,R6722552
BY MSK,R6722548
BY MSQ,W112308065
BY MVQ,R62145
BY MZO,R79911
BY MZY,R6722552
BY NHK,R6722420
BY NPK,R6825778
BY OSH,R178128
BY PES,R14704507
BY PIK,R1749248
BY POK,R1749243
BY RYA,R5598659
BY SCH,R6722486
BY SGA,R6722463
BY SHO,R6722606
BY SKV,R4684730
BY SLA,R6722701
BY SLU,R6722597
BY SNM,R6722458
BY SVE,R5598676
BY VAW,R6722368
BY VTB,R6825777
BY ZAS,R6722551
BY ZDA,R6722622
BY ZHI,R5598580
BY ZHO,R5598358
BY ZZA,R79911
BZ 4SA,R14045854
BZ BAR,N1933042554
BZ BMP,R10331791
BZ BVC,R14101754
BZ BVJ,N7797582551
BZ BZE,R14902774
BZ CRR,N1291643984
BZ CUK,R11520785
BZ CZH,R11520698
BZ DGA,N297463331
BZ ORZ,R14411947
BZ PLJ,R11520908
BZ PND,R3394396
BZ SPR,R11520689
BZ SQS,R14097408
BZ STU,N7797563366
BZ SVK,R16164737
CA 2GA,R7495716
CA 2KS,R14626696
CA 2SL,R14627974
CA 345,N2707083030
CA 4NG,R11375680
CA 5DV,R10616871
CA 6CA,N2721974846
CA 6QC,R8120206
CA 6SE,R197583
CA 7TK,R7950472
CA 8MT,R7022381
CA 9FR,W1086547865
CA AAB,R9451101
CA AAC,N481818695
CA AAD,N1208130726
CA AAL,R2221298
CA AAU,R8150932
CA ABB,R2221182
CA ABE,R9303466
CA ABG,R9194847
CA ABH,N558715727
CA ABL,W757212602
CA ABN,N2466960258
CA ABO,R11215380
CA ABU,N973319125
CA ABV,R12139761
CA ACL,R7953112
CA ACO,R9118918
CA ACT,N479696113
CA ACV,R7932244
CA ADE,R11696269
CA ADH,N3513617177
CA ADI,R7997178
CA ADL,R8277355
CA ADP,R7703988
CA ADR,R7950489
CA ADV,R9198097
CA AEO,N1141885383
CA AES,R8227655
CA AGI,R9300068
CA AGU,R2844548
CA AGY,R1354835
CA AGZ,N52553443
CA AHH,R7351893
CA AHL,N1070170444
CA AHN,R9752922
CA AID,R7445437
CA AIR,R4183360
CA AIT,R7743231
CA AJN,R8042766
CA AJU,R8803286
CA AJX,R2408837
CA AKL,R9476864
CA AKN,N5583420282
CA ALD,R11938386
CA ALE,N1737831992
CA ALF,N691144954
CA ALH,N7715050850
CA ALI,R6498065
CA ALL,N1352977544
CA ALM,N235619882
CA ALN,R6429010
CA ALO,R2869540
CA ALT,N665680597
CA ALV,R9692344
CA AMA,N33660446
CA AMB,R8374537
CA AME,N2597766326
CA AMH,R7429830
CA AMN,R9253457
CA AMQ,R8262628
CA AMR,R8234683
CA AMT,N312098369
CA ANA,R8138190
CA ANC,N213124675
CA ANF,N1646436731
CA ANL,N2533046946
CA ANN,R7472590
CA ANP,R7046236
CA ANT,R9215793
CA ANZ,N4170530351
CA APA,N1728408583
CA APH,R7927023
CA API,N254516011
CA APO,N1608066664
CA APT,R8110659
CA AQC,R7706450
CA AQP,R9130567
CA AQW,R12001212
CA ARB,R9462765
CA ARC,R2834724
CA ARE,R7903224
CA ARG,R14487721
CA ARI,R9337785
CA ARM,R7903350
CA ARO,R14561229
CA ART,R7997259
CA ARU,R7692502
CA ARX,W1085229342
CA ASB,R7997182
CA ASK,N52556416
CA ASO,N270954634
CA ASQ,R14650596
CA ASS,R9341875
CA ASW,R11992231
CA ASY,N3394684443
CA ATB,R6691370
CA ATH,N290807847
CA ATL,N52553502
CA ATO,R12122148
CA ATS,R7434060
CA AUL,R9589149
CA AUQ,R7953120
CA AUR,R2401094
CA AUS,N52562716
CA AUX,R7719058
CA AVL,R11937889
CA AVM,N7623009621
CA AVO,R2829131
CA AVP,R9177732
CA AVY,N286081344
CA AWB,R8064421
CA AWD,N330018794
CA AXM,N194569472
CA AXO,R14507690
CA AYD,R9225392
CA AYH,R11901834
CA AYL,R2911991
CA AYM,R5379614
CA AYO,N309568208
CA AYR,N18058784
CA AYY,R12160539
CA AZI,N434053663
CA BAA,N2535306337
CA BAC,R11890344
CA BAD,R9261384
CA BAF,R8452792
CA BAH,R2911992
CA BAL,W450148254
CA BAM,N52553021
CA BAN,R1307160
CA BAR,R6609999
CA BAS,W941426684
CA BAT,R9683226
CA BAW,N5160879474
CA BAZ,R7903219
CA BBA,R9603966
CA BBB,N52556360
CA BBD,R7703994
CA BBN,N107351349
CA BBR,R9229780
CA BBS,R7927122
CA BBU,R2805123
CA BBY,N1587287383
CA BC2,N1905921631
CA BC9,N302878811
CA BCE,R15057546
CA BCF,R197578
CA BCH,W72940828
CA BCK,N34600120
CA BCL,R7932212
CA BCM,R7589581
CA BCN,N52553898
CA BCO,R7719056
CA BCR,N1279870429
CA BCT,R4220689
CA BCW,R2221799
CA BCY,R14705496
CA BDC,R14651570
CA BDE,N479845945
CA BDF,R8417484
CA BDH,N51969958
CA BDI,N1643719276
CA BDL,R7785077
CA BDM,N51971645
CA BDR,R9130565
CA BDT,N1401732037
CA BDU,R197579
CA BDV,R2830098
CA BEA,N52553839
CA BEC,R8042836
CA BED,R7927006
CA BEE,R6626707
CA BEH,R11264738
CA BEL,R9670029
CA BEN,N3030900641
CA BEQ,R12079696
CA BER,R7710968
CA BET,R6677171
CA BEU,R8090032
CA BFD,R9241244
CA BFF,R12026317
CA BFI,R7703989
CA BFO,N1778771601
CA BFR,R9670604
CA BFT,N51970809
CA BFW,N52562232
CA BGC,N1456094762
CA BGH,R7445181
CA BGR,N1758764576
CA BGT,N7115727637
CA BHA,R7765238
CA BHC,R11353012
CA BHD,N6710010117
CA BHF,N107366069
CA BHH,R9233477
CA BHI,N957352129
CA BHM,N1862424196
CA BHV,N488152867
CA BHW,N51970904
CA BIN,N5508462324
CA BIR,R11877957
CA BIV,N2699064150
CA BJO,R7734512
CA BKA,W896352496
CA BKC,N492300482
CA BKF,R4166849
CA BKI,N51972814
CA BKK,N107365758
CA BKL,N305085735
CA BKN,R9201406
CA BKR,N9241064196
CA BKS,R4167416
CA BKV,R9668432
CA BL2,R9692343
CA BLA,R7703991
CA BLC,N52553359
CA BLD,N479696112
CA BLE,N52553902
CA BLF,R9628682
CA BLG,N51971287
CA BLH,R9671072
CA BLI,N6202536657
CA BLK,R9462840
CA BLL,R7903227
CA BLM,N306805531
CA BLO,N51971648
CA BLR,R5669637
CA BLT,N1621042340
CA BLV,N21542876
CA BLY,N309311306
CA BM3,N1687764059
CA BMF,N1525547549
CA BMI,N284006125
CA BMN,N1072081096
CA BMS,N1127227005
CA BMV,N1613626128
CA BN4,R10609263
CA BNF,R7666352
CA BNG,R11938240
CA BNI,R7873808
CA BNL,R11215518
CA BNM,N4353429274
CA BNN,N558747933
CA BNO,N51971418
CA BNR,N494981086
CA BNS,N4978085494
CA BNT,W72941017
CA BOB,N206408709
CA BOD,R11945926
CA BOE,R6597325
CA BOI,N204478552
CA BON,N3861938857
CA BOO,N1887728810
CA BOR,R12088885
CA BOU,R6948557
CA BOW,R4209895
CA BOY,R8427881
CA BPB,R7717050
CA BPF,R2857217
CA BPL,R11960502
CA BPO,R12015745
CA BPP,R9155830
CA BPT,R7716427
CA BR9,N558715651
CA BRA,R7477260
CA BRB,R7473982
CA BRC,R10382149
CA BRD,N52553013
CA BRE,N766216203
CA BRF,N497578915
CA BRG,N310165318
CA BRH,R6605402
CA BRI,N52553894
CA BRJ,R7697274
CA BRK,N904961963
CA BRL,R2407513
CA BRM,N376117409
CA BRN,R10268812
CA BRO,R2812764
CA BRP,R2407358
CA BRR,R2222262
CA BRT,R9462983
CA BRU,R11865808
CA BRW,R9233167
CA BRZ,N3648172996
CA BSA,N410324875
CA BSC,N1634735432
CA BSF,R7551463
CA BSJ,R3324613
CA BSK,N766219038
CA BSL,R7041406
CA BSM,R8188523
CA BSN,R7711547
CA BSP,R7717122
CA BSS,W72940978
CA BSU,N18136619
CA BTA,N666454440
CA BTE,R11908928
CA BTH,N277697616
CA BTN,R9109600
CA BTO,N1638092316
CA BTR,N264043431
CA BTT,N1475624882
CA BTV,R8813276
CA BTW,N2435962723
CA BTY,N2039430893
CA BUB,R2221119
CA BUC,R5379615
CA BUD,N261616948
CA BUE,R9669796
CA BUI,R2836237
CA BUL,N51972314
CA BUN,R11890147
CA BUO,R2840305
CA BUR,N488153459
CA BUS,N1459438024
CA BUT,R11480890
CA BUY,R7953232
CA BUZ,N1883225185
CA BVB,R9186607
CA BVE,R2851076
CA BVL,N7640518309
CA BVR,N51970022
CA BVS,N763214594
CA BVU,R7828076
CA BWD,R2856959
CA BWI,N51971868
CA BWK,R9075558
CA BWL,N260223568
CA BWV,N6967949910
CA BYA,R14654869
CA BYD,N1635828712
CA BYE,N3164040444
CA BYL,N497578913
CA BYR,R2830024
CA BYT,N2871460718
CA BZC,N51970058
CA BZD,N4342826870
CA C5L,R7041122
CA C8V,R2922730
CA CAA,R9209344
CA CAB,N4929645931
CA CAC,R8154704
CA CAD,N146305735
CA CAE,R4544637
CA CAG,R9222555
CA CAH,R9283194
CA CAL,R3227127
CA CAM,R2221299
CA CAN,N2588339339
CA CAP,R9599566
CA CAQ,R9670600
CA CAT,R2863770
CA CAU,N704270677
CA CAV,R12030484
CA CAX,R7704063
CA CAY,N3659039323
CA CBC,R2834725
CA CBD,N1395531353
CA CBE,N2024605298
CA CBF,N4561012159
CA CBG,R7445435
CA CBH,R2829375
CA CBI,R11901494
CA CBK,R2845280
CA CBL,N6126651387
CA CBM,N4161460698
CA CBN,R10613318
CA CBO,N2522824988
CA CBR,N1398632446
CA CBT,R7710961
CA CBU,R9197157
CA CBV,N268854252
CA CBY,R14504874
CA CC2,N304895159
CA CCA,R8227654
CA CCB,N52553085
CA CCE,R2222263
CA CCH,R3303764
CA CCI,N52557390
CA CCK,N5103664475
CA CCL,R8064419
CA CCM,R7927021
CA CCT,N1133307866
CA CCV,R2858411
CA CDA,R4198908
CA CDB,R9175060
CA CDC,R7785147
CA CDD,N51971462
CA CDE,N29661151
CA CDG,R11995632
CA CDL,R10257736
CA CDM,R2221793
CA CDN,N1583464843
CA CDO,R6263580
CA CDS,R6611350
CA CDW,N6445914839
CA CEE,R8277031
CA CEM,N51972844
CA CEN,R9671081
CA CER,R7362266
CA CEY,N243794868
CA CFD,N3737840743
CA CFO,N2643331658
CA CFQ,R2238684
CA CGL,N2358090880
CA CGN,R7903231
CA CGS,N2186472487
CA CGT,R11992611
CA CGY,R7785155
CA CHA,R12033603
CA CHE,R11322595
CA CHG,R8387701
CA CHH,N7161311073
CA CHI,R8158186
CA CHL,N52553094
CA CHM,N176031024
CA CHN,R9674463
CA CHO,R8797542
CA CHP,N1895339746
CA CHR,R8271776
CA CHT,R9327004
CA CHV,R14426854
CA CHW,R7478453
CA CHY,R7903230
CA CIL,R2860404
CA CIP,R7785151
CA CIR,R9692358
CA CJC,R7716433
CA CKE,N52553995
CA CKF,R11908627
CA CKR,N1394961888
CA CKS,R7953239
CA CLA,R1600486
CA CLB,R5878396
CA CLC,N4241954390
CA CLD,N51973173
CA CLE,R2863899
CA CLG,R2408839
CA CLH,R9155831
CA CLI,N497578909
CA CLM,N319350778
CA CLN,N308713739
CA CLO,R7046264
CA CLP,R9265779
CA CLR,R6007265
CA CLS,N558747919
CA CLT,R8271765
CA CLU,N29661168
CA CLV,R6429011
CA CLW,R2221052
CA CLY,N51972278
CA CMA,R10616955
CA CMB,R8164880
CA CME,N1159503267
CA CML,N8897104498
CA CMN,R14507629
CA CMP,R7953162
CA CMR,N1135364356
CA CMS,N304272573
CA CMT,R5989288
CA CMV,R2860596
CA CMX,R11798069
CA CNA,R11295604
CA CNC,N319104195
CA CND,R2858411
CA CNG,N687077631
CA CNH,N1260366883
CA CNM,N1644583266
CA CNN,N51969964
CA CNT,N1909353852
CA CNW,R12074700
CA CNY,N2902006679
CA COA,R7953163
CA COB,N18354971
CA COC,R7903241
CA COE,R9668153
CA COH,R9283186
CA COK,N3786639757
CA COL,R7477076
CA COM,R9370397
CA CON,R2222265
CA COO,N4783666914
CA COP,R6247427
CA COQ,R2221139
CA COR,N1327587146
CA COS,R7698653
CA COT,R7717113
CA COU,R2221301
CA COW,R7926998
CA COX,R2221300
CA COY,R11901729
CA CP5,R2834428
CA CPB,R9674379
CA CPC,R3060850
CA CPD,R12152600
CA CPG,N52557127
CA CPH,R8744517
CA CPL,R7711549
CA CPN,W111878848
CA CPR,R2832328
CA CPS,R2829376
CA CPT,W612382437
CA CPW,N413111770
CA CPY,N1366559747
CA CQ5,R7360111
CA CQA,R7696246
CA CR5,N2145985201
CA CR9,N2969421245
CA CRB,R2830100
CA CRC,W306183289
CA CRD,R11970336
CA CRE,N308436653
CA CRI,R11824530
CA CRL,W1026258390
CA CRM,N32554332
CA CRN,R10616453
CA CRO,N52552992
CA CRP,N293306455
CA CRR,N2209008497
CA CRT,N2565575631
CA CRV,R9426438
CA CRY,R10491398
CA CS8,R11295516
CA CSA,R7045744
CA CSB,N2163968240
CA CSD,R7495717
CA CSF,R4186539
CA CSI,R8188526
CA CSJ,N2505473112
CA CSL,R5361655
CA CSN,N391696368
CA CSO,N51970993
CA CSP,R9219105
CA CSR,R8460844
CA CSS,W309642380
CA CST,R9232696
CA CSU,R5361655
CA CSW,N2838825256
CA CTA,N286883445
CA CTE,R7711423
CA CTI,R4189476
CA CTL,R7953236
CA CTM,N254447287
CA CTN,R8042770
CA CTO,N1635828771
CA CTR,R4162517
CA CTS,R8391766
CA CTT,N3902317435
CA CTV,R9280865
CA CTW,R7478453
CA CTY,R7707056
CA CUL,N9241051772
CA CUM,N1273251200
CA CUN,R9270789
CA CVA,R9337971
CA CVD,R11693835
CA CVE,R7997272
CA CVI,W64749204
CA CVL,N1065075386
CA CVN,R11995321
CA CVO,R12093684
CA CWH,R2846815
CA CWK,R2221183
CA CWL,N286894978
CA CWO,R11316941
CA CWS,R9219039
CA CWT,R2222264
CA CYE,N9975662977
CA CYG,N146305018
CA CYP,N1435761806
CA CYR,R7932213
CA CYS,N286079006
CA CYW,R7932213
CA D8O,N2907341181
CA DAC,N2681577726
CA DAR,R9092242
CA DBL,N8762725914
CA DBT,R8277335
CA DCH,R8042833
CA DCN,N52553449
CA DCS,N300476654
CA DDB,R7950477
CA DDD,N366307994
CA DDE,N4310146786
CA DDN,R6428968
CA DDO,R197601
CA DEB,N8395053432
CA DEC,N2076444104
CA DEF,R8367136
CA DEI,R9691231
CA DEL,R2153174
CA DER,R11300337
CA DES,R8389566
CA DEW,R6611506
CA DF8,R8374535
CA DFI,N485248481
CA DFL,R9441152
CA DGD,N1152195745
CA DGF,N52556642
CA DGL,R8244471
CA DHO,R8368053
CA DHR,R9599499
CA DHS,R5818966
CA DIC,N187574901
CA DID,N29772204
CA DIG,R9219290
CA DIL,N1452579483
CA DKH,N1072259818
CA DKL,R11908846
CA DLE,N52562576
CA DLG,R7358188
CA DLI,N300479055
CA DLK,R14654870
CA DLN,N480357139
CA DMG,R2798489
CA DMO,R9670596
CA DMS,N2079157898
CA DMV,N391185904
CA DNC,R8205571
CA DNK,N310319725
CA DNM,N51972887
CA DNR,R7903222
CA DOA,R9570014
CA DOK,R9321638
CA DOM,N456977905
CA DON,R7696239
CA DOO,N68735777
CA DOR,R197562
CA DPP,R1109567
CA DQQ,R7926999
CA DQT,R8110663
CA DRA,N4241880048
CA DRD,N309029892
CA DRM,N51973115
CA DRN,W72941016
CA DRR,R7351755
CA DRU,R7932209
CA DRY,R4858156
CA DSL,R8055330
CA DSO,N6693596198
CA DSR,R4663103
CA DSS,N1902944165
CA DST,R8055326
CA DTO,N1307730636
CA DUA,R11992326
CA DUC,N1454275943
CA DUD,N249641649
CA DUN,R8805573
CA DUO,R2911909
CA DUR,N309640903
CA DUV,N1880326663
CA DVL,R7997183
CA DVN,R4515965
CA DVO,N618348942
CA DVW,N410375782
CA DWG,N434057540
CA DWI,N3817866120
CA DWL,R9326391
CA DWO,N480760867
CA DWR,N300421582
CA DXS,N2398663856
CA DYA,R11295439
CA DYT,N310212990
CA DYV,R7997256
CA EAS,R2989348
CA EBS,N478218196
CA EBU,R7414928
CA EBZ,R12089842
CA ECB,N70531996
CA ECK,N52557380
CA ECO,R9242184
CA EDA,R14603057
CA EDB,R10348978
CA EDI,N1659689862
CA EDM,R2564500
CA EDN,N34699332
CA EDS,N2639211888
CA EDW,R7953159
CA EEK,N1607049895
CA EFS,R3690744
CA EG5,R7480373
CA EGF,R14628490
CA EGH,R7586655
CA EGN,N1265437348
CA EGT,N445987070
CA EGV,N1401843039
CA EHD,R7953156
CA EHO,W72940713
CA EHZ,R11992083
CA EIW,R12139711
CA EKE,R9266789
CA EKF,R2221419
CA EKO,N5716234986
CA EKV,R11890397
CA ELC,R7711422
CA ELE,R9166506
CA ELI,N1111228775
CA ELM,N825311839
CA ELN,R8403850
CA ELO,N479696095
CA ELS,R12317053
CA ELT,N51972655
CA EMB,N488152517
CA EMD,N687335665
CA EME,R1836211
CA EML,N1223513638
CA EMO,R7660843
CA EMP,R8392568
CA EMR,R11980733
CA END,R11485975
CA ENE,N1864399779
CA ENF,R9122889
CA ENN,R4008054
CA ENP,R9265750
CA ENT,N51973149
CA ENY,R7903349
CA EPA,R7569194
CA EPG,R9101569
CA EPL,R3309082
CA EPN,R8325030
CA ERC,R8237764
CA ERE,N1509022174
CA ERI,R7486150
CA ERO,R8042768
CA ERV,R9232313
