actor_id,year,population
AT SWO,1934,971
AT SWO,1961,1147
AT SWO,1981,1768
AT SWO,1991,1991
AT SWO,2011,2294
AT SWO,2007,2285
AT SWO,2013,2305
AT SWO,2020,2548
AT SWO,2021,2562
DE SII,1875,520
DE SII,1925,1088
DE SII,2017,1184
DE SII,2019,1187
DE SII,2015,1192
DE SII,2016,1207
DE SII,2014,1249
DE SII,2013,1288
DE SII,2012,1293
DE SII,2011,1311
DE SII,1987,1812
DE SII,1975,2029
DE SII,1950,2189
DE SII,1970,2439
AT FKT,2018,33420
AT FKT,2016,32534
AT EGG,2005,3428
AT EGG,2016,3524
AT EGG,2018,3547
IT AZC,2017,13639
IT AZC,2018,13756
AT ZMO,2018,1575
AT ZMO,2016,1589
IT XCC,2018,1819
IT XCC,2017,1844
IT CP2,2017,7895
IT CP2,2018,7936
RU SNV,2018,42147
RU SNV,2017,42707
AT ZIE,2016,3394
AT ZIE,2018,3446
RU YTS,2018,44097
SM DSS,2013,3319
JP MI3,2010,268750
JP MI3,2005,262603
JP MI3,2021,270445
JP MI3,2015,270823
JP WAK,2021,353299
JP WAK,2015,364154
JP WAK,2010,370364
IT ZPK,2018,6200
IT ZPK,2017,6270
IT MR7,2018,39047
IT MR7,2017,39187
FR DIE,1990,4230
FR DIE,1982,3992
FR DIE,1968,4048
FR DIE,1975,4062
FR DIE,2006,4387
FR DIE,2011,4411
FR DIE,1999,4451
FR DIE,2013,4455
FR DIE,2015,4576
FR DIE,2017,4621
FR DIE,2018,4665
FR DIE,2019,4718
FR DIE,2016,4836
IT LLS,2018,5337
IT LLS,2017,5357
JP MMJ,2021,239115
JP MMJ,2010,243037
JP MMJ,2015,243293
AT RTZ,2018,4249
AT RTZ,2016,4275
AT BTU,2016,1559
AT BTU,2018,1576
IT ZUW,2017,3035
IT ZUW,2018,3101
JP ZMM,2015,870
JP ZMM,2010,865
JP ZMM,2021,891
IT CSZ,2018,14340
IT CSZ,2017,14397
IT BB3,2017,3191
IT BB3,2018,3224
IT AUP,2018,5439
IT AUP,2017,5449
IT ANP,2018,3025
IT ANP,2017,3053
IT CR6,2018,3793
IT CR6,2017,3807
IT FDR,2017,8233
IT FDR,2018,8256
JP FKF,2010,292590
JP FKF,2021,284282
JP FKF,2015,294247
AT GFZ,2016,1924
AT GFZ,2018,1954
AT ST6,2018,3601
AT ST6,2016,3644
AT RRA,2018,5300
AT RRA,2016,5098
IT TSC,2018,68
IT TSC,2017,73
IT FAS,2017,3571
IT FAS,2018,3595
AT YBB,2016,5676
AT YBB,2018,5653
AT REG,2018,6780
AT REG,2016,6582
IT UIO,2018,2154
IT UIO,2017,2165
IT XAA,2017,2646
IT XAA,2018,2673
IT ZUK,2018,3844
IT ZUK,2017,3854
IT ZWJ,2017,2567
IT ZWJ,2018,2588
IT C76,2017,6926
IT C76,2018,6937
IT ZTH,2018,3385
IT ZTH,2017,3434
IT GON,2018,6530
IT GON,2017,6602
IT FNC,2018,1343
IT FNC,2017,1351
AT SLL,2016,4845
AT SLL,2018,5038
IT MCM,2017,10120
IT MCM,2018,10019
IT OSA,2018,837
IT OSA,2017,854
AT ILZ,2018,3736
AT TMR,2016,6059
AT TMR,2018,6224
IT AAN,2018,9409
IT AAN,2017,9458
AT LEZ,1869,2484
AT LEZ,1880,3142
AT LEZ,1890,3878
AT LEZ,1900,4549
AT LEZ,1910,6532
AT LEZ,1923,6591
AT LEZ,1934,6885
AT LEZ,1939,8458
AT LEZ,1951,10096
AT LEZ,1961,11132
AT LEZ,1981,11661
AT LEZ,1971,11741
AT LEZ,2012,11758
AT LEZ,2011,11896
AT LEZ,2013,11779
AT LEZ,2018,11844
AT LEZ,1991,11864
AT LEZ,2019,11868
AT LEZ,2015,11894
AT LEZ,2014,11903
AT LEZ,2020,11905
AT LEZ,2009,11916
AT LEZ,2010,11917
AT LEZ,2021,11935
AT LEZ,2004,11937
AT LEZ,2017,11945
AT LEZ,2003,11994
AT LEZ,2005,12006
AT LEZ,2008,12006
AT LEZ,2016,12044
AT LEZ,2006,12057
AT LEZ,2002,12071
AT LEZ,2007,12077
AT LEZ,2001,12079
JP FUI,2021,243739
JP FUI,2015,248399
JP FUI,2010,254027
JP TSA,2015,370884
JP TSA,2010,371302
JP TSA,2021,372639
IT JZU,2017,3166
IT JZU,2018,3177
IT PFU,2018,1881
IT PFU,2017,1933
IT STE,2018,5390
IT STE,2017,5279
IT AIO,2017,18052
IT AIO,2018,18076
AT NII,2016,2358
AT NII,2018,2408
AT PEG,2018,2199
IT CSA,2018,4120
IT CSA,2017,4096
IT ARV,2017,4638
IT ARV,2018,4659
IT ZUY,2017,8288
IT ZUY,2018,8304
IT SSP,2018,9142
IT SSP,2017,9172
IT CMZ,2017,3340
IT CMZ,2018,3374
IT CUE,2004,8461
IT CUE,2018,8608
IT CUE,2017,8625
IT BST,2018,6939
IT BST,2017,7009
IT CRH,2017,8986
IT CRH,2018,9056
IT GRA,2018,6401
IT GRA,2017,6407
IT PZB,2018,1213
IT PZB,2017,1215
IT WF2,2017,2076
IT WF2,2018,2077
IT NTC,2018,6862
IT NTC,2017,6923
IT SUI,2018,3780
IT SUI,2017,3822
IT TOV,2018,2470
IT TOV,2017,2447
IT IRN,2018,5945
IT IRN,2017,5957
IT TVL,2018,10870
IT TVL,2017,10732
IT PSP,2018,11502
IT PSP,2017,11551
IT TDO,2017,8046
IT TDO,2018,8106
IT STZ,2017,13067
IT STZ,2018,13112
IT QUA,2018,26460
IT QUA,2017,26267
IT CM3,2018,1090
IT CM3,2017,1101
IT XCT,2017,13350
IT XCT,2018,13396
IT FAU,2017,3670
IT FAU,2018,3672
IT BUP,2018,5644
IT BUP,2017,5683
IT PPB,2018,4542
IT PPB,2017,4603
IT ARO,2017,7140
IT ARO,2018,7168
IT ARO,2011,7186
IT AQF,2008,1409
IT AQF,2017,1565
IT AQF,2018,1567
IT ION,2018,1360
IT ION,2017,1370
IT IEN,2018,3792
IT IEN,2017,3847
IT CCO,2017,2735
IT CCO,2018,2773
IT BCA,2018,12894
IT BCA,2017,12915
RU AGK,2018,225772
RU AGK,2017,226374
RU AGK,2016,226776
AT TMA,2018,5708
AT TMA,2016,5926
IT MET,2012,89376
DE BKM,1925,2900
DE BKM,1875,1178
DE BKM,2016,16330
DE BKM,1950,6792
DE BKM,1975,9179
DE BKM,1970,9963
DE BKM,1987,12196
DE BKM,2011,15717
DE BKM,2012,15763
DE BKM,2013,15878
DE BKM,2014,16005
DE BKM,2015,16439
DE BKM,2017,16526
DE BKM,2019,16534
AT MKA,2018,1845
AT MKA,2016,1874
ES CAX,2013,1170
ES CAX,2021,1230
ES CAX,1717,369
ES CAX,1981,409
ES CAX,1986,418
ES CAX,1975,427
ES CAX,1991,435
ES CAX,1970,457
ES CAX,1965,492
ES CAX,1960,583
ES CAX,2001,638
ES CAX,1955,662
ES CAX,2002,668
ES CAX,1787,729
ES CAX,1950,763
ES CAX,2004,768
ES CAX,1940,809
ES CAX,1945,822
ES CAX,1930,839
ES CAX,2005,859
ES CAX,1936,872
ES CAX,1920,897
ES CAX,2006,944
ES CAX,1900,981
ES CAX,1910,987
ES CAX,2007,1011
ES CAX,2008,1078
ES CAX,1857,1088
ES CAX,2015,1109
ES CAX,2016,1113
ES CAX,2014,1115
ES CAX,1860,1116
ES CAX,2009,1116
ES CAX,1877,1122
ES CAX,2017,1131
ES CAX,2018,1141
ES CAX,2010,1146
ES CAX,2011,1152
ES CAX,2019,1163
ES CAX,2012,1165
ES CAX,2020,1175
ES CAX,1887,1204
AT KFH,2018,9888
AT KFH,2016,10094
AT PSS,2019,4245
AT PSS,2018,4261
AT PSS,2016,4298
AT KMS,2016,6538
AT KMS,2018,6585
AT SCZ,1890,5888
AT SCZ,2001,12212
AT SCZ,2009,12885
AT SCZ,2005,12500
AT SCZ,2010,12910
AT SCZ,2021,13810
AT SCZ,1869,4813
AT SCZ,1880,5124
AT SCZ,1900,6545
AT SCZ,1923,7033
AT SCZ,1910,7385
AT SCZ,1939,7523
AT SCZ,1934,7738
AT SCZ,1951,8898
AT SCZ,1961,9455
AT SCZ,1971,10298
AT SCZ,1981,10929
AT SCZ,1991,11839
AT SCZ,2002,12163
AT SCZ,2003,12246
AT SCZ,2004,12274
AT SCZ,2006,12582
AT SCZ,2007,12582
AT SCZ,2008,12774
AT SCZ,2011,13023
AT SCZ,2012,13036
AT SCZ,2013,13038
AT SCZ,2014,13187
AT SCZ,2015,13248
AT SCZ,2016,13444
AT SCZ,2017,13606
AT SCZ,2019,13618
AT SCZ,2018,13728
AT SCZ,2020,13791
US NPZ,2020,23790
US NPZ,2010,24410
DE TFS,2015,4332
DE TFS,2017,4358
DE TFS,2016,4362
DE TFS,2019,4380
DE TFS,2012,4226
DE TFS,2013,4264
DE TFS,2011,4266
DE TFS,2014,4303
JP KOA,2021,341784
JP KOA,2010,326313
JP KOA,2015,337498
AT RCH,2018,770
AT RCH,2016,749
DE SC2,2012,940
DE SC2,1875,544
DE SC2,1925,556
DE SC2,1950,654
DE SC2,1970,731
DE SC2,1975,804
DE SC2,2019,903
DE SC2,2017,904
DE SC2,2016,925
DE SC2,2011,928
DE SC2,2014,936
DE SC2,2013,949
DE SC2,2015,955
AT NAT,2016,1738
AT NAT,2018,1758
AT DFC,2018,8790
AT DFC,2016,8661
IT RGS,2018,3672
IT RGS,2017,3699
IT VDL,2017,8365
IT VDL,2018,8369
JP FNB,2010,609040
JP FNB,2015,622890
JP FNB,2021,641499
IT 3BJ,2017,8093
IT 3BJ,2018,8178
AT FLA,2016,2802
AT FLA,2018,2813
AT MOE,2018,20555
AT MOE,2016,20739
AT JDN,2018,9960
AT JDN,2016,10195
IT NAT,2013,5711
IT NAT,2017,5777
IT NAT,2018,5805
DE GBM,1925,850
DE GBM,1875,493
DE GBM,2011,15950
DE GBM,1950,2669
DE GBM,1970,7469
DE GBM,1975,10098
DE GBM,1987,11587
DE GBM,2012,16219
DE GBM,2013,16437
DE GBM,2014,16456
DE GBM,2015,16812
DE GBM,2016,17099
DE GBM,2017,17534
DE GBM,2019,17711
IT BSU,2017,5545
IT BSU,2018,5545
IT RSV,2018,4365
IT RSV,2017,4376
DE KWM,2011,3810
DE KWM,1875,735
DE KWM,1925,1006
DE KWM,1950,1694
DE KWM,1975,2726
DE KWM,2012,3762
DE KWM,2016,3782
DE KWM,2013,3783
DE KWM,2014,3813
DE KWM,2015,3819
DE KWM,2017,3857
DE KWM,2019,3917
IT LVI,2017,2438
IT LVI,2018,2443
IT CLW,2017,6963
IT CLW,2018,7009
IT ETC,2018,1339
IT ETC,2017,1346
IT ZAL,2017,4434
IT ZAL,2018,4446
IT FUI,2017,3803
IT FUI,2018,3804
IT SAX,2018,4073
IT SAX,2017,4088
IT TEF,2018,4670
IT TEF,2017,4679
DE WUL,1875,3668
DE WUL,1925,6068
DE WUL,1975,8847
DE WUL,1950,8894
DE WUL,2017,9152
DE WUL,2016,9172
DE WUL,2015,9203
DE WUL,2019,9259
DE WUL,2014,9301
DE WUL,2013,9333
DE WUL,2012,9371
DE WUL,2011,9447
DE WUL,2010,9515
DE WUL,1987,9808
DE WUL,1970,11358
IT ZDD,2017,6435
IT ZDD,2018,6446
JP SMN,2021,32503
JP SMN,2015,34174
JP SMN,2010,35259
IT VL9,2017,12038
IT VL9,2018,12184
IT VSE,2017,1240
IT VSE,2021,1141
IT VSE,2018,1236
US QLW,2000,35690
US QLW,2010,36592
US QLW,2020,37121
US QLW,1990,39757
US QLW,1980,40481
US QLW,1970,41779
JP TKK,2021,165880
JP TKK,2015,172125
JP TKK,2010,176061
IT SPC,2018,1549
IT SPC,2017,1577
JP INY,2021,72926
JP INY,2015,74308
JP INY,2010,75198
AT EBZ,2016,2563
AT EBZ,2018,2627
CA LTB,2016,92729
CA LTB,2021,98406
JP IHN,2021,378108
JP IHN,2010,378566
JP IHN,2015,380868
AT MZL,2016,3910
AT MZL,2018,3813
CH RFD,2017,13360
CH RFD,2007,11004
CH RFD,2018,13528
AT FLH,2016,7119
AT FLH,2018,7141
AT WEE,2018,1727
AT WEE,2016,1741
IT SOV,2018,7108
IT SOV,2017,7146
IT SVL,2018,3541
IT SVL,2017,3605
IT TVI,2018,5849
IT TVI,2017,5867
IT MOG,2017,27851
IT MOG,2018,27852
IT ZLN,2018,5314
IT ZLN,2017,5381
IT PC3,2018,4054
IT PC3,2017,4098
IT PC3,2013,4195
IT PC3,2001,4506
IT PC3,1991,4699
IT SLP,2018,24173
IT SLP,2017,24454
IT SLP,2005,25307
IT HOS,2018,3821
IT HOS,2017,3881
IT RT2,2018,4050
IT RT2,2017,4083
IT TDS,2018,3049
IT TDS,2017,3143
IT CI3,2017,11600
IT CI3,2018,11553
IT AVT,2017,6700
IT AVT,2018,6604
IT BA6,2017,2717
IT BA6,2018,2729
IT CO3,2018,22057
IT CO3,2017,22269
IT BDL,2018,2974
IT BDL,2017,3046
IT C7R,2017,9806
IT C7R,2018,9863
IT CNP,2017,2932
IT CNP,2018,2961
IT AOA,2018,15716
IT AOA,2017,15905
DE USL,1875,316
DE USL,1925,468
DE USL,1950,3062
DE USL,1970,7019
DE USL,1975,12889
DE USL,1987,20643
DE USL,2011,25937
DE USL,2012,26155
DE USL,2013,26363
DE USL,2014,26744
DE USL,2015,28051
DE USL,2016,28761
DE USL,2017,28809
DE USL,2021,28896
DE USL,2019,28907
DE SIO,1875,1620
DE SIO,1925,2446
DE SIO,1950,3858
DE SIO,2019,4294
DE SIO,2017,4304
DE SIO,2014,4345
DE SIO,2015,4359
DE SIO,2016,4375
DE SIO,2012,4389
DE SIO,2013,4389
DE SIO,2011,4448
DE SIO,1987,4981
DE SIO,1975,5283
DE SIO,1970,5651
AT RLD,2018,1619
AT RLD,2016,1623
AT ETB,2016,3161
AT ETB,2018,3213
JP MSM,2021,107416
JP MSM,2015,110046
JP MSM,2010,111838
AT MBS,2022,2192
AT MBS,2018,2261
AT MBS,2016,2272
AT KBF,2018,1883
AT KBF,2016,1901
AT BSL,2018,4375
AT BSL,2016,4412
AT AOT,2016,7027
AT AOT,2018,7096
AT BIB,2018,894
AT HEC,2018,4010
AT HEC,2016,4077
AT KYB,2016,2619
AT KYB,2018,2625
AT VCO,2016,7398
AT VCO,2018,7475
AT BFW,2018,5853
AT BFW,2016,5868
AT UER,2016,1923
AT UER,2018,1932
AT NDS,2016,1560
AT NDS,1934,1047
AT NDS,1951,1089
AT NDS,1900,1108
AT NDS,1939,1145
AT NDS,1890,1233
AT NDS,1971,1302
AT NDS,2019,1531
AT NDS,2001,1536
AT NDS,2018,1542
AT NDS,2021,1543
AT NDS,2017,1556
AT NDS,2003,1632
AT NDS,2005,1659
AT NDS,1961,1150
AT NDS,2010,1530
AT NDS,1910,1036
AT NDS,1923,1051
AT NDS,1880,1285
AT NDS,1981,1322
AT NDS,1869,1361
AT NDS,1991,1487
AT NDS,2009,1517
AT NDS,2008,1526
AT NDS,2011,1537
AT NDS,2020,1535
AT NDS,2013,1551
AT NDS,2012,1552
AT NDS,2014,1552
AT NDS,2007,1555
AT NDS,2015,1573
AT NDS,2002,1596
AT NDS,2006,1649
AT NDS,2004,1665
AT PO4,2018,888
AT PO4,2016,901
JP GNW,2010,91928
JP GNW,2015,96243
JP GNW,2021,99256
AT SKB,2018,1604
AT SKB,2016,1618
AT NNN,2018,1810
AT NNN,2016,1746
AT NNN,2022,1846
AT SGS,2016,2908
AT SGS,2018,2954
AT PRL,2016,1523
AT PRL,2018,1534
AT SAO,2018,2950
AT SAO,2016,3006
AT STN,2005,3172
AT STN,2016,3346
AT STN,2018,3394
AT NEL,2016,4404
AT NEL,2018,4564
AT BSB,2016,2150
AT BSB,2018,2219
AT HKM,2018,2009
AT HKM,2016,2016
AT TR7,2020,4811
AT TR7,1869,1241
AT TR7,1880,1265
AT TR7,1923,1372
AT TR7,1939,1805
AT TR7,1971,2794
AT TR7,2007,4449
AT TR7,2003,4467
AT TR7,2009,4488
AT TR7,2005,4496
AT TR7,2004,4511
AT TR7,2010,4517
AT TR7,2016,4704
AT TR7,2006,4490
AT TR7,1890,1217
AT TR7,1900,1238
AT TR7,1910,1344
AT TR7,1934,1646
AT TR7,1951,2018
AT TR7,1961,2195
AT TR7,1981,3307
AT TR7,1991,3791
AT TR7,2001,4328
AT TR7,2002,4437
AT TR7,2008,4468
AT TR7,2011,4557
AT TR7,2013,4563
AT TR7,2012,4571
AT TR7,2014,4637
AT TR7,2015,4657
AT TR7,2017,4716
AT TR7,2018,4747
AT TR7,2019,4785
AT TR7,2021,4817
IT ENT,2018,23526
IT ENT,2017,23761
AT TLN,2016,16038
AT TLN,2018,16197
IT CFF,2017,956
IT CFF,2018,976
IT ZSK,2018,21206
IT ZSK,2017,21322
IT MZS,2018,1499
IT MZS,2017,1507
IT ZVP,2018,7359
IT ZVP,2017,7367
IT SAG,2018,12393
IT SAG,2017,12531
IT VT3,2018,8469
IT VT3,2017,8559
IT BOL,2017,4158
IT BOL,2018,4161
IT CFR,2017,7511
IT CFR,2018,7516
JP FTS,2021,42280
JP FTS,2015,45601
JP FTS,2010,48073
IT ENM,2015,3348
IT ENM,2017,3383
IT ENM,2018,3409
IT ENM,2019,3438
DE AHM,1875,444
DE AHM,1925,662
DE AHM,2016,8870
DE AHM,1950,1117
DE AHM,1970,2188
DE AHM,1975,2899
DE AHM,1987,4155
DE AHM,2011,7675
DE AHM,2012,7914
DE AHM,2013,8192
DE AHM,2014,8512
DE AHM,2015,8778
DE AHM,2017,9019
DE AHM,2019,9198
AT POG,2018,2435
AT POG,2016,2461
AT WST,2016,2198
AT WST,2018,2216
IT ZRW,2017,548
IT ZRW,2018,553
IT PCF,2018,2950
IT PCF,2017,2981
IT LTI,2018,2959
IT LTI,2017,2969
IT MXG,2017,23490
IT MXG,2013,23457
IT MXG,2018,23581
IT TRD,2017,18762
IT TRD,2018,18861
IT ZFU,2018,1510
IT ZFU,2017,1486
IT ZRS,2018,1728
IT ZRS,2017,1757
IT ZRS,2013,1776
IT LVJ,2018,1200
IT LVJ,2017,1217
IT LVJ,2013,1254
IT ZEE,2018,5938
IT ZEE,2017,5963
IT ZMN,2018,2990
IT ZMN,2017,3030
IT ZQS,2017,1710
IT ZQS,2018,1686
IT NML,2018,20003
IT NML,2017,20052
IT NML,2013,20165
IT ZMW,2013,960
IT ZMW,2018,897
IT ZMW,2017,899
IT LET,2018,2911
IT LET,2017,2927
IT RGX,2018,5272
IT RGX,2017,5281
IT RAI,2018,925
IT RAI,2017,934
IT RAI,2013,986
IT RDZ,2018,3110
IT RDZ,2017,3071
IT RDZ,2013,3121
IT PGT,2013,5807
IT PGT,2018,6058
IT PGT,2017,6113
IT TOD,2018,2498
IT TOD,2017,2517
IT TOD,2013,2561
IT PSE,2017,2207
IT PSE,2018,2231
IT RVD,2018,8140
IT RVD,2013,8069
IT RVD,2017,8133
IT SAA,2017,9546
IT SAA,2018,9678
IT TLA,2018,7343
IT TLA,2017,7399
IT TLA,2013,7411
IT IVO,2018,8605
IT IVO,2017,8608
IT IVO,2013,8664
IT SCF,2018,50686
IT SCF,2016,50774
IT LGN,2018,60177
IT LGN,2016,60229
IT LGN,2017,60259
KR ASG,2008,169545
KR ASG,2015,194765
KR GMP,2015,352683
KR COJ,2015,833276
RU VMS,2010,592034
RU VMS,2021,600871
RU VMS,2018,604901
RU VMS,2017,606589
RU VMS,2016,606653
RU VMS,1930,120000
RU VMS,1931,140000
RU VMS,1933,190000
RU VMS,1860,41
RU VMS,1907,118000
RU VMS,1902,31200
RU VMS,1928,110800
RU VMS,1885,13050
RU VMS,1868,2453
RU VMS,1884,7617
RU VMS,1878,8393
RU VMS,1879,8837
RU VMS,1926,107980
RU VMS,1890,14446
RU VMS,1897,28933
RU VMS,1915,65728
RU VMS,1923,106689
RU VMS,1929,114408
RU VMS,1937,206974
CA YOD,2016,14961
CA YOD,2021,15661
RU VOG,2009,981909
RU VOG,2021,1004763
RU VOG,2018,1013533
RU VOG,2017,1015586
RU VOG,2016,1016137
RU VOG,2010,1021215
RU VOG,1909,100000
RU VOG,1994,1000000
RU VOG,1990,998000
RU VOG,1995,999000
RU VOG,1996,999000
RU VOG,1993,1002000
RU VOG,1992,1004000
RU VOG,1991,1005000
RU VOG,1914,100800
BD DAC,2011,8906039
BD DAC,2017,16800000
IT TRS,2015,204420
IT TRS,2016,204234
IT TRS,2017,204234
IT TRS,2018,204338
IT TRS,2008,205374
IN BLR,2020,12327000
IN BLR,2011,9621551
IN BLR,2001,6537124
IN BLR,2019,11250000
US SGM,2020,44202
US SGM,2010,51508
DE ORL,2019,3209
DE ORL,2017,3221
AT KFB,2018,22798
AT KFB,2016,23067
AT ABM,2016,3757
AT ABM,2018,3811
AT LAS,2018,1719
AT LAS,2016,1733
AT ETL,2016,865
AT ETL,2018,923
AT EBR,2016,10654
AT EBR,2018,10942
AT STB,2016,2616
AT STB,2018,2658
AT NEZ,2016,6183
AT NEZ,2018,6239
JP SDU,2010,60355
JP SDU,2014,60913
JP SDU,2015,60952
JP SDU,2021,63975
JP CHC,2021,59101
JP CHC,2015,63555
JP CHC,2014,64687
JP CHC,2010,66955
JP NOB,2021,117711
JP NOB,2015,125159
JP NOB,2010,131182
AT BRL,2018,2717
AT BRL,2016,2771
AT FG7,2016,1402
AT FG7,2018,1415
AT BRG,2016,4611
AT BRG,2018,4699
AT BBH,2018,5642
AT BBH,2016,5697
AT AED,2018,1901
AT AED,2016,1954
AT ARB,2016,1401
AT ARB,2018,1411
AT EGT,2016,899
AT EGT,2018,944
AT ATN,2016,6371
AT ATN,2018,6613
AT FGN,2020,4200
AT FGN,2001,3410
AT FGN,2010,3760
AT FGN,2012,3830
AT FGN,1900,942
AT FGN,1890,991
AT FGN,1910,1057
AT FGN,1869,1088
AT FGN,1880,1094
AT FGN,1923,1117
AT FGN,1934,1346
AT FGN,1939,1404
AT FGN,1951,1826
AT FGN,1961,1919
AT FGN,1971,2345
AT FGN,1981,2668
AT FGN,1991,2918
AT FGN,2002,3464
AT FGN,2003,3534
AT FGN,2004,3542
AT FGN,2005,3577
AT FGN,2006,3649
AT FGN,2007,3658
AT FGN,2008,3697
AT FGN,2009,3719
AT FGN,2011,3801
AT FGN,2013,3917
AT FGN,2014,3954
AT FGN,2015,4018
AT FGN,2016,4025
AT FGN,2017,4097
AT FGN,2018,4169
AT FGN,2019,4225
AT FGN,2021,4227
AT ALZ,2018,3000
AT ALZ,2016,2870
AT DIA,1946,1280
AT DIA,1961,1493
AT DIA,1971,1505
AT DIA,1981,1838
AT DIA,1991,2113
AT DIA,2001,2436
AT DIA,2006,2585
AT DIA,2014,3049
AT DIA,2016,3126
AT DIA,2018,3212
AT DIA,1996,2456
KR ASA,2004,103000
KR ASA,2015,319929
DE HAM,950,500
DE HAM,1430,16000
DE HAM,1867,271000
DE HAM,1871,302000
DE HAM,1880,412000
DE HAM,1890,573000
DE HAM,1940,1725500
DE HAM,1903,743860
DE HAM,1840,136956
DE HAM,1987,1592770
DE HAM,1900,705738
DE HAM,1910,931035
DE HAM,1920,1026989
DE HAM,1930,1145124
DE HAM,1950,1605606
DE HAM,1980,1645095
DE HAM,1990,1652363
DE HAM,2011,1706696
DE HAM,1995,1707901
DE HAM,2000,1715392
DE HAM,1975,1717383
DE HAM,2001,1726363
DE HAM,2013,1746342
DE HAM,2014,1803752
DE HAM,2015,1787408
DE HAM,1970,1793823
DE HAM,2016,1810438
DE HAM,2017,1830584
DE HAM,1961,1832346
DE HAM,2018,1841179
DE HAM,2019,1841179
DE HAM,2021,1853935
AT RTM,2016,1436
AT RTM,2018,1445
AT SIF,2016,2950
AT SIF,2018,2963
AT SIF,2022,3203
AT GAB,2016,4878
AT GAB,2018,4968
AT KOS,1890,1700
AT KOS,1880,1760
AT KOS,1981,3150
AT KOS,2003,4050
AT KOS,2011,4180
AT KOS,1900,1704
AT KOS,1869,1765
AT KOS,1923,1819
AT KOS,1939,1913
AT KOS,1910,1969
AT KOS,1934,1972
AT KOS,1951,2184
AT KOS,1961,2361
AT KOS,1971,2769
AT KOS,1991,3443
AT KOS,2001,3936
AT KOS,2002,3959
AT KOS,2004,4109
AT KOS,2010,4154
AT KOS,2005,4171
AT KOS,2012,4185
AT KOS,2009,4188
AT KOS,2013,4191
AT KOS,2015,4196
AT KOS,2006,4198
AT KOS,2008,4204
AT KOS,2007,4205
AT KOS,2014,4208
AT KOS,2016,4251
AT KOS,2017,4278
AT KOS,2018,4346
AT KOS,2019,4365
AT KOS,2020,4426
AT KOS,2021,4456
AT NID,2016,842
AT NID,2018,861
AT OWD,2016,4341
AT OWD,2018,4618
AT GAS,2018,1218
AT GAS,2016,1232
AT VIC,2018,611
AT VIC,2016,644
AT REI,2018,1511
AT REI,2016,1532
AT PFF,1900,510
AT PFF,2007,1060
AT PFF,2004,1090
AT PFF,1869,353
AT PFF,1880,398
AT PFF,1923,625
AT PFF,1939,686
AT PFF,1961,762
AT PFF,1971,885
AT PFF,1981,954
AT PFF,1991,979
AT PFF,2014,1051
AT PFF,2009,1061
AT PFF,2011,1081
AT PFF,2008,1072
AT PFF,2015,1077
AT PFF,2012,1089
AT PFF,2016,1096
AT PFF,2018,1102
AT PFF,2017,1105
AT PFF,2002,1112
AT PFF,2001,1113
AT PFF,2003,1122
AT PFF,2020,1143
AT PFF,2021,1185
AT PFF,2019,1140
AT PFF,1890,463
AT PFF,1910,541
AT PFF,1934,677
AT PFF,1951,742
AT PFF,2006,1056
AT PFF,2010,1078
AT PFF,2005,1084
AT PFF,2013,1093
IT AST,2017,76164
IT AST,2016,76173
IT AST,2015,76183
IT AST,2018,76211
BE BRU,2017,1191604
BE BRU,2018,1198726
BE BRU,2020,1218255
BE BRU,2022,188737
AT ANR,2018,4098
AT ANR,2016,4159
DE SGT,2019,1299
DE SGT,2017,1318
DE ZIQ,1965,3970
DE ZIQ,1967,4130
DE ZIQ,1977,4160
DE ZIQ,1968,4170
DE ZIQ,1975,4220
DE ZIQ,2011,4680
DE ZIQ,2017,4760
DE ZIQ,2009,4860
DE ZIQ,2007,4970
DE ZIQ,2004,5010
DE ZIQ,1961,3684
DE ZIQ,1962,3761
DE ZIQ,1963,3817
DE ZIQ,1964,3864
DE ZIQ,1970,4096
DE ZIQ,1966,4077
DE ZIQ,1972,4148
DE ZIQ,1980,4151
DE ZIQ,1971,4157
DE ZIQ,1978,4159
DE ZIQ,1981,4169
DE ZIQ,1973,4184
DE ZIQ,1979,4187
DE ZIQ,1976,4191
DE ZIQ,1984,4193
DE ZIQ,1974,4194
DE ZIQ,1983,4197
DE ZIQ,1987,4219
DE ZIQ,1982,4223
DE ZIQ,1985,4225
DE ZIQ,1969,4233
DE ZIQ,1986,4279
DE ZIQ,1988,4283
DE ZIQ,1989,4514
DE ZIQ,1990,4606
DE ZIQ,2012,4647
DE ZIQ,1991,4655
DE ZIQ,2014,4658
DE ZIQ,1992,4659
DE ZIQ,2013,4672
DE ZIQ,1994,4697
DE ZIQ,1993,4702
DE ZIQ,1995,4732
DE ZIQ,1996,4788
DE ZIQ,1997,4797
DE ZIQ,2019,4805
DE ZIQ,2010,4823
DE ZIQ,1998,4877
DE ZIQ,2008,4906
DE ZIQ,2000,4926
DE ZIQ,1999,4948
DE ZIQ,2006,4953
DE ZIQ,2001,4963
DE ZIQ,2002,4991
DE ZIQ,2003,5004
DE ZIQ,2005,5027
IT LIV,2016,159020
IT LIV,2018,158371
IT LIV,2017,158916
IT LIV,2015,159431
IT SVN,2017,61057
IT SVN,2016,61227
IT PES,2016,94512
IT PES,2018,94958
IT AFE,2018,1586
IT AFE,2017,1607
IT AGG,2018,1684
IT AGG,2017,1701
IT TUT,2017,7212
IT TUT,2018,7269
IT LOZ,2018,1246
